300139,2172944,32
300847,2456212,32
304469,395004,32
305595,483551,32
308579,363754,32
310508,418280,32
310508,461137,32
310508,5347315,32
310508,5769548,32
312962,2825600,32
314870,372078,32
316512,336641,32
319447,373279,32
321982,388273,32
322215,420190,32
324393,334970,32
327142,341235,32
329236,331896,32
329236,5739043,32
329236,5769548,32
342260,2861615,32
346524,4625544,32
361245,444158,32
362740,370180,32
367839,418549,32
376178,1016639,32
381870,399487,32
392071,560468,32
393019,431398,32
396192,1011783,32
398221,413224,32
405007,744631,32
412217,413224,32
412474,494845,32
414823,1906426,32
425077,1857589,32
431398,490759,32
461184,461914,32
477634,698091,32
477634,1268265,32
477634,1299346,32
489770,4566780,32
491688,666372,32
513437,639540,32
559882,912985,32
572397,1020729,32
594462,1129308,32
683575,5758076,32
1449104,4886439,32
1822816,2327072,32
2834114,5440893,32
2834114,5517174,32
2835715,3619185,32
3184451,6873317,32
3279908,5299734,32
4130162,4954957,32
4863665,5281499,32
4877006,4886439,32
5440893,5517174,32
11559,285757,31
11559,300139,31
13552,483551,31
15140,209957,31
15140,348472,31
15270,141775,31
15433,94491,31
24399,161246,31
29378,388273,31
31646,847694,31
32812,108567,31
49904,278622,31
61967,352574,31
148523,352574,31
149898,161246,31
149912,370956,31
187711,1439566,31
189845,332687,31
190787,191767,31
190992,196231,31
191767,2695226,31
196231,669832,31
232488,488784,31
248721,314870,31
272078,301024,31
272078,484958,31
272078,503164,31
277636,323365,31
277636,431459,31
278037,297327,31
278341,282352,31
278631,312962,31
278767,289848,31
278955,288543,31
280244,392071,31
280265,310234,31
280618,287502,31
282003,322215,31
284906,420190,31
284906,483551,31
284906,622397,31
285057,361245,31
285144,380716,31
285671,806670,31
285733,288543,31
287470,297296,31
288212,308467,31
288372,1768738,31
288925,503164,31
290406,381870,31
291941,365586,31
292521,388273,31
292521,392071,31
293422,394512,31
293764,296814,31
296814,302927,31
296814,323365,31
297327,484958,31
298186,319885,31
299614,451809,31
299750,313801,31
301024,313590,31
301908,395034,31
302927,323365,31
305595,310384,31
305595,2676065,31
307171,338710,31
310234,464808,31
310508,346524,31
310508,720030,31
310779,332484,31
314901,329236,31
315236,331595,31
315615,323390,31
321963,489770,31
322215,447408,31
322215,2825600,31
341235,402813,31
342260,579981,31
344004,494845,31
345975,376780,31
349686,1857589,31
351202,751452,31
358975,496160,31
361245,1011783,31
363754,366256,31
373279,393019,31
373279,2788970,31
388273,431398,31
390379,912985,31
395004,2781116,31
402813,420633,31
405007,446357,31
410647,1737487,31
410647,1896565,31
413224,479137,31
415522,490759,31
415522,2456212,31
418549,1844264,31
431398,560468,31
441053,1063062,31
444477,465210,31
473560,2781116,31
490759,639540,31
491688,571277,31
535928,1045041,31
1050314,7982489,31
1437385,1815640,31
1608297,1768699,31
1737487,5056091,31
1768738,1833620,31
1896565,3279908,31
2792991,5519113,31
2828894,5529861,31
2828894,5536746,31
2834114,2835715,31
4863665,4884908,31
5618529,5758076,31
1069,302347,30
6332,41962,30
10246,394512,30
21233,1658783,30
21244,395004,30
24399,31646,30
29378,285733,30
29378,292521,30
41962,42838,30
48707,336641,30
54334,309645,30
78811,580631,30
151789,310541,30
161246,912985,30
169620,535751,30
170316,278197,30
186259,209278,30
186259,4566780,30
190992,2695226,30
199784,230247,30
207609,210331,30
209957,321963,30
214249,466115,30
217478,356431,30
230288,348472,30
232488,348472,30
248721,343620,30
248721,358975,30
272078,323390,30
277434,283697,30
277821,1750748,30
278110,323277,30
278622,355345,30
278955,388273,30
278955,4230622,30
280650,468763,30
284329,299614,30
284906,292521,30
285027,295981,30
285057,448756,30
285671,349686,30
286198,322035,30
